TID,property_type,building_size,open_date,listing_agency,price,city,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count
1351888,Apartment,,,All About Real Estate NT - DARWIN CITY,"$345,000 Negotiable",Coolalinga,839,0438 404 848,premiere,2,2,2
1351889,House,,,North Property NT - STUART PARK,"PRICE REDUCED - $475,000",Bellamack,832,08 898 11088 ,feature,3,2,4
1351890,Duplex/Semi-detached,,,Get Realty - PALMERSTON CITY,"$360,000",Moulden,830,416175735,feature,3,2,2
1351891,House,,,Renee's Realty NT - DURACK,"$399,000",Gunn,832,0417 718 149,feature,3,1,0
1351892,Block Of Units,,,Core Realty NT - RAPID CREEK,"$1,100,000 Duplex Investment",Zuccoli,832,0450 473 710,premiere,6,4,4
1351893,Unit,80m²,,Nick Mousellis Real Estate - Eview Group Member,"Offers Over $580,000",Darwin City,800,411724000,premiere,2,2,2
1351894,Townhouse,,,Elders Real Estate - Palmerston,"$409,000",Rosebery,832,08 8931 5000,premiere,3,2,2
1351895,House,,,Acacia Realty - NOONAMAH,"$470,000 ONO",Berry Springs,838,0409 768 420,feature,3,2,2
1351896,Unit,86m²,,Elders Real Estate - Palmerston,"$283,000",The Gardens,820,08 8931 5000,premiere,1,1,1
1351897,House,250m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,Johnston,832,08 8931 5000,premiere,4,2,2
1351898,House,,,For Sale By Owner                                                                                   ,"Offers Over $699,000",Muirhead,810,1300 114 970,standard,4,2,2
1351899,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Durack,830,08 8943 3000,premiere,4,2,2
1351900,Townhouse,103m²,,@realty - National Head Office Australia,"$390,000+",Rosebery,832,1300 299 377,standard,3,2,2
1351901,House,,,Real Estate Central - DARWIN CITY,"$615,000",Karama,812,08 8943 3000,premiere,3,1,2
1351902,Townhouse,,,All About Real Estate NT - DARWIN CITY,"$645,000",Stuart Park,820,0438 404 848,premiere,3,3,2
1351903,House,,,Red Earth Property,"$599,000",Woodroffe,830,422315897,feature,4,2,6
1351904,Unit,189m²,Under offer,Ray White City (NT) -    ,Contact Agent,Parap,820,08 8943 3500,feature,3,2,2
1351905,House,227m²,,Approved Real Estate (NT) - PALMERSTON CITY,"$615,000",Johnston,832,08 8931 2005,standard,4,2,2
1351906,House,,,Elders Real Estate - Darwin,"$370,000",Karama,812,08 8946 0500,premiere,1,1,3
1351907,House,149m²,,Ray White - Darwin City,"$515,000",Woodroffe,830,08 8982 2400,premiere,4,2,2
1351908,House,224m²,,Elders Real Estate - Palmerston,"$675,000",Farrar,830,08 8931 5000,premiere,4,2,2
1351909,House,,Under offer,Darwin Building Consultants - VIRGINIA,"$289,000",Johnston,832,08 8983 3943,standard,2,2,2
1351910,House,,Under offer,Darwin Building Consultants - VIRGINIA,"$480,000",Gray,830,08 8983 3943,standard,3,2,3
1351911,Unit,188m²,,Elders Real Estate - Darwin,"OFFERS OVER $500,000",Bayview,820,08 8946 0500,premiere,3,2,2
1351912,Unit,,,Elders Real Estate - Darwin,FASTRAK,Parap,820,08 8946 0500,premiere,2,2,2
1351913,Unit,93m²,,Raine & Horne - Darwin,"Offers Over $299,000",Coconut Grove,810,08 8941 8941,premiere,2,2,1
1351914,House,215m²,,Approved Real Estate (NT) - PALMERSTON CITY,"$615,000",Rosebery,832,08 8931 2005,standard,4,2,2
1351915,House,193m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Coconut Grove,810,08 8941 8941,premiere,4,2,2
1351916,Unit,66m²,,Elders Real Estate - Darwin,"PRICE GUIDE $260,000",Alawa,810,08 8946 0500,premiere,2,1,1
1351917,House,170m²,,For Sale By Owner                                                                                   ,"$675,000",Nakara,810,1300 114 970,standard,4,3,2
1351918,House,,,Knight Frank (NT) - Darwin,"$515,000",Bellamack,832,08 8982 2500,feature,3,2,2
1351919,House,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Nakara,810,08 8943 3000,premiere,6,2,4
1351920,House,171m²,Under offer,For Sale By Owner                                                                                   ,"$545,000",Zuccoli,832,1300 114 970,standard,3,2,2
1351921,Unit,,,All About Real Estate NT - DARWIN CITY,UNDER OFFER,Nightcliff,810,0438 404 848,premiere,1,1,1
1351922,Apartment,,,Professionals - DARWIN CITY,"$470,000",Darwin City,800,08 8941 8289,feature,3,2,1
1351923,Apartment,,,First National Real Estate O'Donoghues - Darwin,"Offers over $539,000",Darwin City,800,08 8942 8942,feature,2,2,1
1351924,House,,,Real Estate Central - DARWIN CITY,"$475,000",Bakewell,832,08 8943 3000,premiere,3,1,2
1351925,Duplex/Semi-detached,,Under offer,No Agent Property - BRIGHTON EAST,Under Offer,Bakewell,832,1300 850 855,standard,3,2,2
1351926,Apartment,,,PRD Darwin - DARWIN City,"Offers over $360,000",Alawa,810,421073034,feature,3,1,1
1351927,House,,,Home Zone NT - DARWIN,"$449,000",Gray,830,0418 895 345,feature,3,1,2
1351928,House,,,Home Zone NT - DARWIN,"$479,000",Gunn,832,0418 895 345,feature,3,1,2
1351929,Unit,,,Elaine Mills Property Management - COOLALINGA,"$370,000",Bellamack,832,08 8983 1800,feature,2,1,2
1351930,Unit,,,LJ Hooker Darwin -   ,"$519,000",Darwin City,800,08 8924 0900,premiere,2,2,2
1351931,House,,Under offer,Kalo Real Estate - Darwin,"$540,000",Rosebery,832,889453340,feature,4,2,2
1351932,Unit,,,LJ Hooker Darwin -   ,"$219,000",Darwin City,800,08 8924 0900,premiere,1,1,1
1351933,Residential Land,,,For Sale By Owner                                                                                   ,"Offers over $385,000",Stuart Park,820,1300 114 970,standard,,,
1351934,House,,Under offer,Complete Real Estate (NT),"Price Guide Low $700,000",Howard Springs,835,08 8983 1266,feature,4,2,4
1351935,House,,Under offer,Renee's Realty NT - DURACK,"$499,000",Bakewell,832,0417 718 149,feature,3,1,0
1351936,House,"1,000m²",Under offer,Real Value Properties NT - Northern Territory,"OFFERS OVER $1,200,000",Girraween,836,08 8983 1888,feature,5,3,8
1351937,Lifestyle,,,Real Estate Central Projects - Darwin,Under Contract,Humpty Doo,836,08 8943 3000,premiere,5,2,4
1351938,House,,,First National Real Estate O'Donoghues - Darwin,"Offers invited $539,000",Malak,812,08 8942 8942,feature,3,1,2
1351939,House,,Under offer,Professionals - DARWIN CITY,"Offers over $600,000 Considered",Farrar,830,08 8941 8289,feature,4,2,2
1351940,Apartment,,,Ausway Group,"$235,000 negotiable",Darwin City,800,451125286,feature,1,1,1
1351941,House,,,Renee's Realty NT - DURACK,"Offers Over $499,000",Herbert,836,0417 718 149,feature,2,1,0
1351942,House,360m²,,Real Estate NT by George Pikos - FANNIE BAY,$1.15m,Bees Creek,822,08 8941 9959,feature,3,2,12
1351943,Townhouse,,,For Sale By Owner                                                                                   ,"$699,000",Stuart Park,820,1300 114 970,standard,3,2,2
1351944,Unit,,,Elders Real Estate - Darwin,"PRICE GUIDE $395,000",Larrakeyah,820,08 8946 0500,feature,2,1,2
1351945,Unit,,,Call2View Real Estate - Palmerston,PRICE DROP $645k,Stuart Park,820,08 8932 8858,premiere,3,3,3
1351946,Unit,,,Cate Killiner Real Estate - Woolner,"$269,000",Parap,820,08 8942 2283,standard,2,1,1
1351947,Block Of Units,,,For Sale By Owner                                                                                   ,"$3,990,000",Stuart Park,820,1300 114 970,standard,2,1,1
1351948,Unit,133m²,Under offer,For Sale By Owner                                                                                   ,"Offers over $419,000",Nightcliff,810,1300 114 970,standard,2,2,2
1351949,Unit,,,PRD Darwin - DARWIN City,"Offers over $380,000",Tiwi,810,421073034,feature,2,1,2
1351950,Apartment,135m²,,@realty - National Head Office Australia,"$430,000",Rapid Creek,810,1300 299 377,standard,2,2,2
1351951,House,,,Call2View Real Estate - Palmerston,"$244,000",Rosebery,832,08 8932 8858,premiere,2,1,2
1351952,House,,Under offer,Cate Killiner Real Estate - Woolner,"$599,000",Leanyer,812,08 8942 2283,standard,3,2,2
1351953,Apartment,,,Real Estate Central - DARWIN CITY,"Offers Over $480,000",Rapid Creek,810,08 8943 3000,premiere,2,2,2
1351954,House,186.3m²,,Kassiou Constructions - HOWARD SPRINGS,"$560,000",Zuccoli,832,08 89834326,standard,3,2,2
1351955,Apartment,,,Real Estate NT by George Pikos - FANNIE BAY,"$315,000",Darwin City,800,08 8941 9959,feature,1,1,1
1351956,Apartment,,,PRD Darwin - DARWIN City,"$585,000 & $595,000",Nightcliff,810,421073034,feature,3,2,2
1351957,Acreage,260m²,,@realty - National Head Office Australia,"$1,550,000",Berry Springs,838,1300 299 377,standard,4,4,8
1351958,Unit,,,Alliance Realty - Larrakeyah,"Offers over $450,000",Darwin City,800,08 8982 8282,feature,3,2,2
1351959,House,,Under offer,Ray White - Darwin City,Under Offer,Gunn,832,08 8982 2400,premiere,4,2,2
1351960,House,,,@realty - National Head Office Australia,"Offers Over $630,000",Leanyer,812,1300 299 377,standard,5,2,2
1351961,House,,Under offer,Complete Real Estate (NT),"Price Guide Mid $300,000",Woodroffe,830,08 8983 1266,feature,3,1,0
1351962,House,288m²,,Sell My Property Now - Launceston,"$685,000",Howard Springs,835,1300547869,standard,3,1,10
1351963,Apartment,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,Parap,820,08 8943 3000,premiere,1,1,2
1351964,House,208m²,Under offer,Call2View Real Estate - Palmerston,"$469,000",Bellamack,832,08 8932 8858,premiere,3,2,2
1351965,Apartment,200m²,,For Sale By Owner                                                                                   ,Negotiable,Darwin City,800,1300 114 970,standard,3,2,2
1351966,Apartment,,,North Property NT - STUART PARK,"$439,000",Bayview,820,08 898 11088 ,feature,3,2,2
1351967,Apartment,91.3m²,,Ausway Group,"$299,000 Negotiable",Bellamack,832,451125286,feature,2,2,1
1351968,Apartment,,Under offer,Cate Killiner Real Estate - Woolner,"$380,000",Darwin City,800,08 8942 2283,standard,2,2,0
1351969,House,,,No Agent Property - BRIGHTON EAST,Contact Agent,Howard Springs,835,1300 850 855,standard,5,3,10
1351970,Townhouse,84m²,,Home Zone NT - DARWIN,"$339,000",Stuart Park,820,0418 895 345,feature,2,1,1
1351971,Apartment,,,Real Estate NT by George Pikos - FANNIE BAY,"$275,000",Darwin City,800,08 8941 9959,feature,2,1,1
1351972,House,,,Cate Killiner Real Estate - Woolner,"$425,000",Gunn,832,08 8942 2283,standard,3,2,2
1351973,Townhouse,,,Real Estate NT by George Pikos - FANNIE BAY,"Offers over $370,000",Parap,820,08 8941 9959,feature,2,2,0
1351974,House,165m²,,Elders Real Estate - Palmerston,"OFFERS OVER $415,000",Moulden,830,08 8931 5000,feature,3,1,2
1351975,House,,Under offer,Sale By Home Owner - Australia,"$550,000",Moil,810,1300 609 392,standard,4,2,5
1351976,Apartment,,,Elders Real Estate - Darwin,"PRICE GUIDE $1,070,000",Darwin City,800,08 8946 0500,feature,4,2,2
1351977,House,,,HERON PROPERTY - DARWIN,"Offers over $740,000",Wanguri,810,08 8992 9980,feature,5,2,6
1351978,Unit,,Under offer,Elders Real Estate - Darwin,UNDER CONTRACT,Coconut Grove,810,08 8946 0500,feature,2,1,2
1351979,Unit,,,Territory Real Estate - Darwin,"$270,000",Darwin City,800,889855678,feature,1,1,1
1351980,Unit,,Under offer,Colliers International - Darwin,"$390,000",Parap,820,08 8997 0888,feature,2,2,2
1351981,House,,,Real Estate Central - DARWIN CITY,"$495,000",Woodroffe,830,08 8943 3000,feature,4,2,2
1351982,Unit,,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,Parap,820,08 8941 8941,standard,2,1,2
1351983,House,,Under offer,United Realty NT - Parap,2 Residence,Virginia,834,08 8981 2666,feature,4,3,6
1351984,House,203m²,,Kassiou Constructions - HOWARD SPRINGS,"$601,000",Humpty Doo,836,08 89834326,standard,4,2,2
1351985,House,209.6m²,,Kassiou Constructions - HOWARD SPRINGS,"$655,000",Humpty Doo,836,08 89834326,standard,4,2,2
1351986,House,180m²,,Kassiou Constructions - HOWARD SPRINGS,"$675,000",Lee Point,810,08 89834326,standard,4,2,3
1351987,Unit,120m²,,Home Zone NT - DARWIN,"$399,000",Stuart Park,820,0418 895 345,feature,2,2,2
